time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.535000,-0.5868,0.2018,-0.5824,0.851
5.540000,-0.4609,0.1784,-0.9622,1.082
5.544000,-0.3201,0.1377,-1.2449,1.293
5.550000,-0.1596,0.0897,-1.4476,1.459
5.554000,-0.0198,0.0631,-1.4987,1.500
5.559000,0.0773,0.0700,-1.5804,1.584
5.566000,0.1554,0.0889,-1.6520,1.662
5.571000,0.2004,0.1248,-1.6491,1.666
5.575000,0.2241,0.1704,-1.5287,1.554
5.586000,0.2484,0.2348,-1.3215,1.365
5.587000,0.2297,0.3197,-1.0153,1.089
5.591000,0.2230,0.3838,-0.6959,0.825
5.595000,0.1872,0.4313,-0.3028,0.559
5.600000,0.1991,0.4568,0.0973,0.508
5.606000,0.2110,0.5052,0.4905,0.735
5.612000,0.2540,0.4611,0.8176,0.972
5.615000,0.2603,0.4151,1.0620,1.170
5.620000,0.1967,0.3620,1.1980,1.267
5.626000,0.1183,0.3087,1.3334,1.374
5.630000,0.0875,0.1377,1.4113,1.421
5.636000,0.0515,-0.0049,1.3334,1.334
5.642000,0.0412,-0.1378,1.1716,1.180
5.648000,0.0886,-0.2056,0.9253,0.952
5.651000,0.1941,-0.2219,0.6541,0.717
5.657000,0.2938,-0.1932,0.4051,0.536
5.661000,0.3518,-0.1645,0.0967,0.400
5.667000,0.3244,-0.1159,-0.2311,0.415
5.672000,0.2253,-0.0781,-0.5785,0.626
5.676000,0.1068,-0.0601,-0.8743,0.883
5.683000,-0.0138,-0.0092,-1.0158,1.016
5.687000,-0.1105,0.0292,-1.0868,1.093
5.691000,-0.1612,0.0666,-1.0848,1.099
5.699000,-0.2167,0.1218,-1.0286,1.058
5.701000,-0.2893,0.1585,-0.9539,1.009
5.708000,-0.3597,0.1431,-0.8918,0.972
5.712000,-0.4209,0.1470,-0.8299,0.942
5.717000,-0.4441,0.1773,-0.7800,0.915
5.722000,-0.4484,0.1905,-0.6917,0.846
5.728000,-0.4407,0.1553,-0.6413,0.794
5.732000,-0.4237,0.1028,-0.6360,0.771
5.737000,-0.3850,0.0426,-0.6398,0.748
5.742000,-0.3535,0.0013,-0.7174,0.800
5.748000,-0.2955,-0.0183,-0.7974,0.851
5.753000,-0.2445,0.0252,-0.8972,0.930
5.758000,-0.1722,0.0914,-0.9882,1.007
5.766000,-0.0881,0.2215,-1.0447,1.072
5.767000,-0.0713,0.3464,-1.0263,1.086
5.772000,-0.0859,0.4542,-0.8901,1.003
5.783000,-0.1273,0.5349,-0.6646,0.863
5.784000,-0.1718,0.5687,-0.3565,0.693
5.789000,-0.1913,0.5402,0.0063,0.573
5.792000,-0.2094,0.4535,0.3621,0.617
5.798000,-0.1876,0.3391,0.6781,0.781
5.805000,-0.1469,0.2418,0.9283,0.970
5.809000,-0.0418,0.1755,1.1229,1.137
5.813000,0.0924,0.1353,1.2070,1.218
5.818000,0.1835,0.0566,1.2022,1.217
5.824000,0.2531,-0.0459,1.0557,1.087
5.830000,0.3084,-0.1211,0.8437,0.906
5.834000,0.3595,-0.1660,0.5801,0.702
5.838000,0.4399,-0.1175,0.2976,0.544
5.847000,0.5283,-0.0514,0.0387,0.532
5.848000,0.5838,0.0163,-0.2116,0.621
5.855000,0.6016,0.1076,-0.3700,0.714
5.859000,0.6414,0.2417,-0.4153,0.801
5.864000,0.6722,0.3658,-0.3689,0.850
5.870000,0.6222,0.4746,-0.1707,0.801
5.875000,0.4986,0.4668,0.1247,0.694
5.883000,0.4464,0.4350,0.4103,0.746
5.891000,0.4986,0.5098,0.6341,0.954
5.892000,0.5026,0.6430,0.8969,1.213
5.899000,0.4304,0.7383,1.1322,1.418
5.900000,0.3295,0.7592,1.2782,1.523
5.905000,0.3235,0.6698,1.2421,1.448
5.909000,0.3047,0.5301,1.0549,1.219
5.915000,0.2615,0.4170,0.7957,0.936
5.920000,0.2636,0.3239,0.4616,0.622
5.926000,0.3165,0.2779,0.0736,0.428
5.930000,0.3797,0.2439,-0.3689,0.583
5.935000,0.4364,0.1774,-0.7995,0.928
5.941000,0.4483,0.1102,-1.1782,1.265
5.945000,0.4634,0.0618,-1.4696,1.542
5.951000,0.4770,0.0610,-1.5087,1.584
5.956000,0.4390,0.0266,-1.4970,1.560
5.960000,0.3941,0.0616,-1.5877,1.637
5.966000,0.3351,0.0848,-1.5775,1.615
5.971000,0.2362,0.1268,-1.4446,1.469
5.975000,0.1306,0.1490,-1.1794,1.196
5.984000,-0.0132,0.1529,-0.8961,0.909
5.986000,-0.1837,0.1403,-0.6348,0.676
5.991000,-0.3234,0.1034,-0.3425,0.482
5.996000,-0.4420,0.0562,-0.0666,0.451
6.001000,-0.5205,0.0244,0.1765,0.550
6.007000,-0.5612,0.0030,0.3321,0.652
6.014000,-0.5930,-0.0511,0.4147,0.725
6.017000,-0.6541,-0.0755,0.4146,0.778
6.022000,-0.6943,-0.1489,0.3725,0.802
6.026000,-0.7208,-0.2231,0.2522,0.796
6.032000,-0.7000,-0.3025,0.0725,0.766
6.036000,-0.6722,-0.3818,-0.0829,0.777
6.043000,-0.6037,-0.4344,-0.2288,0.778
6.048000,-0.5373,-0.4746,-0.3557,0.800
6.052000,-0.4678,-0.5213,-0.4781,0.848
6.056000,-0.4311,-0.5600,-0.5794,0.914
6.062000,-0.4202,-0.5570,-0.6408,0.947
6.068000,-0.4349,-0.5025,-0.6863,0.955
6.073000,-0.4563,-0.4467,-0.6947,0.944
6.077000,-0.4770,-0.3299,-0.6179,0.847
6.083000,-0.4996,-0.1786,-0.4656,0.706
6.087000,-0.4836,-0.0267,-0.2806,0.560
6.092000,-0.5086,0.0967,-0.0986,0.527
6.103000,-0.5755,0.2154,0.0926,0.621
6.104000,-0.6441,0.3169,0.2143,0.749
6.109000,-0.6886,0.3914,0.3100,0.851
6.114000,-0.7423,0.4628,0.3965,0.960
6.118000,-0.6876,0.5140,0.4597,0.974
6.124000,-0.5575,0.5377,0.4999,0.922
6.127000,-0.3922,0.5287,0.5315,0.846
6.133000,-0.2107,0.4849,0.4567,0.699
6.138000,-0.0124,0.4447,0.3279,0.553
6.144000,0.1738,0.4206,0.1615,0.483
6.149000,0.3386,0.3939,-0.0594,0.523
6.153000,0.4749,0.4035,-0.2922,0.688
6.159000,0.5920,0.4257,-0.4872,0.877
6.168000,0.6188,0.3868,-0.6516,0.978
6.178000,0.5311,0.2438,-0.7280,0.934
6.178000,0.5295,0.0778,-0.7739,0.941
6.179000,0.6856,0.0801,-0.8419,1.089
6.184000,0.8533,0.2053,-0.8268,1.206
6.190000,0.9137,0.3073,-0.7287,1.208
6.193000,0.9124,0.3142,-0.6265,1.151
6.198000,0.8802,0.2328,-0.5197,1.048
6.204000,0.8433,0.0840,-0.3864,0.931
6.209000,0.8474,-0.0894,-0.2644,0.892
6.214000,0.9140,-0.1418,-0.1656,0.940
6.220000,0.9573,-0.1426,-0.1164,0.975
6.224000,0.9583,-0.1395,-0.0736,0.971
6.229000,0.9310,-0.2447,-0.1331,0.972
6.235000,0.8920,-0.3598,-0.2042,0.983
6.239000,0.8938,-0.4844,-0.3182,1.065
6.245000,0.9393,-0.5562,-0.3795,1.156
6.250000,1.0003,-0.5798,-0.3978,1.223
6.255000,1.0294,-0.5835,-0.3641,1.238
6.260000,1.0507,-0.5817,-0.3430,1.249
6.267000,1.0544,-0.5908,-0.2963,1.244
6.270000,1.0097,-0.5510,-0.1669,1.162
6.275000,0.9523,-0.4674,0.0048,1.061
6.289000,0.8394,-0.3736,0.2355,0.948
6.290000,0.6919,-0.2387,0.4942,0.883
6.291000,0.5024,-0.1444,0.7548,0.918
6.297000,0.2654,-0.0194,1.0297,1.064
6.301000,0.0187,0.0594,1.2856,1.287
6.306000,-0.2335,0.1634,1.5085,1.535
6.311000,-0.4871,0.2109,1.6341,1.718
6.316000,-0.6902,0.2471,1.6580,1.813
6.321000,-0.9164,0.2862,1.6139,1.878
6.326000,-1.0966,0.2511,1.6387,1.988
6.331000,-1.2598,0.1441,1.5195,1.979
6.337000,-1.3343,0.0660,1.2445,1.826
6.341000,-1.3629,-0.0615,0.8467,1.606
6.347000,-1.3137,-0.1277,0.4095,1.382
6.352000,-1.2076,-0.1964,-0.0627,1.225
6.357000,-1.0034,-0.1954,-0.5322,1.153
6.361000,-0.8228,-0.2410,-1.0020,1.319
6.367000,-0.6967,-0.3020,-1.3886,1.583
6.371000,-0.6108,-0.3847,-1.6687,1.818
6.378000,-0.5176,-0.4480,-2.0149,2.128
6.385000,-0.4077,-0.5251,-2.2316,2.328
6.387000,-0.3189,-0.5391,-2.3500,2.432
6.391000,-0.1915,-0.5259,-2.3513,2.417
6.405000,-0.0420,-0.5527,-2.2976,2.364
6.407000,0.0528,-0.5551,-2.1386,2.210
6.407000,0.1357,-0.5457,-1.8954,1.977
6.413000,0.1853,-0.5273,-1.5799,1.676
6.417000,0.2205,-0.4956,-1.2107,1.327
6.423000,0.2126,-0.4513,-0.8161,0.957
6.429000,0.2313,-0.4265,-0.3716,0.611
6.437000,0.2573,-0.4147,0.0446,0.490
6.438000,0.2930,-0.4384,0.4140,0.670
6.444000,0.2976,-0.4549,0.7466,0.923
6.447000,0.2616,-0.4908,0.8943,1.053
6.452000,0.2762,-0.4914,1.1230,1.256
6.459000,0.2266,-0.4902,1.2820,1.391
6.468000,0.1887,-0.4679,1.3065,1.401
6.469000,0.1236,-0.4408,1.2133,1.297
6.473000,0.0793,-0.4010,1.0472,1.124
6.484000,0.0656,-0.3455,0.8965,0.963
6.485000,0.1305,-0.2667,0.7296,0.788
6.488000,0.1811,-0.2002,0.5583,0.620
6.494000,0.2149,-0.1649,0.3969,0.480
6.499000,0.1860,-0.1318,0.2067,0.308
6.505000,0.1472,-0.1341,0.0237,0.201
6.509000,0.1276,-0.0904,-0.1046,0.188
6.514000,0.1679,-0.0436,-0.1759,0.247
6.519000,0.1944,0.0397,-0.2262,0.301
6.524000,0.2574,0.0999,-0.2364,0.363
6.532000,0.3307,0.2133,-0.1945,0.439
6.535000,0.3737,0.3035,-0.1150,0.495
6.539000,0.4122,0.4064,-0.0268,0.579
6.545000,0.3978,0.5126,0.0678,0.652
6.550000,0.3421,0.5860,0.1734,0.700
6.555000,0.2952,0.6123,0.3287,0.755
6.559000,0.2425,0.6651,0.5290,0.884
6.567000,0.1938,0.6481,0.7531,1.012
6.569000,0.1395,0.5629,0.9732,1.133
6.574000,0.1013,0.4115,1.1466,1.222
6.586000,0.0409,0.2246,1.2162,1.237
6.587000,-0.0082,0.0190,1.1415,1.142
6.590000,-0.0579,-0.1837,0.9442,0.964
6.595000,-0.0697,-0.3279,0.6575,0.738
6.599000,-0.0355,-0.4561,0.3097,0.552
6.605000,0.0256,-0.5798,-0.0444,0.582
6.611000,0.0904,-0.6913,-0.4126,0.810
6.616000,0.1181,-0.8021,-0.7543,1.107
6.620000,0.1447,-0.9049,-0.9958,1.353
6.627000,0.1049,-1.0016,-1.2019,1.568
6.631000,0.0892,-1.0798,-1.5119,1.860
6.636000,0.0669,-1.1197,-1.7372,2.068
6.641000,0.0672,-1.1401,-1.8759,2.196
6.647000,0.0953,-1.1023,-1.9380,2.232
6.651000,0.1486,-1.0232,-1.9474,2.205
6.656000,0.1289,-0.9506,-1.8540,2.087
6.661000,0.1221,-0.8301,-1.6240,1.828
6.666000,0.0896,-0.7294,-1.3120,1.504
6.672000,0.0625,-0.6203,-0.9153,1.107
6.677000,-0.0148,-0.5255,-0.4881,0.717
6.685000,-0.0590,-0.4218,-0.0514,0.429
6.688000,-0.1273,-0.3122,0.3545,0.489
6.694000,-0.1652,-0.2355,0.6848,0.743
6.699000,-0.2418,-0.1536,0.9061,0.950
6.702000,-0.2806,-0.0622,1.1408,1.176
6.706000,-0.3390,-0.0378,1.3292,1.372
6.712000,-0.3674,0.0202,1.4139,1.461
6.717000,-0.3732,0.0904,1.4090,1.460
6.722000,-0.3708,0.1543,1.3622,1.420
6.727000,-0.3052,0.2387,1.2971,1.354
6.732000,-0.1877,0.3201,1.2347,1.289
6.737000,-0.0852,0.4228,1.1917,1.267
6.742000,0.0315,0.4942,1.1583,1.260
6.748000,0.1193,0.5607,1.1729,1.305
6.752000,0.1538,0.5981,1.1805,1.332
6.758000,0.1083,0.5846,1.1981,1.338
6.763000,0.0641,0.5343,1.1877,1.304
6.767000,-0.0129,0.4446,1.1161,1.201
6.773000,-0.0914,0.3178,0.9858,1.040
6.778000,-0.1022,0.1754,0.7946,0.820
6.784000,-0.0852,0.0539,0.5349,0.544
6.790000,0.0681,-0.0942,0.2448,0.271
6.793000,0.2653,-0.1823,-0.0234,0.323
6.803000,0.5067,-0.2530,-0.2606,0.623
6.804000,0.7303,-0.3490,-0.4862,0.944
6.808000,0.8903,-0.4268,-0.7245,1.225
6.814000,0.9962,-0.5096,-0.9330,1.457
6.818000,1.0509,-0.5732,-1.0545,1.595
6.825000,1.1142,-0.5865,-1.0749,1.656
6.829000,1.1752,-0.6121,-0.9463,1.628
6.833000,1.2026,-0.5813,-0.7352,1.525
6.839000,1.1201,-0.5854,-0.4510,1.342
6.845000,0.9988,-0.5844,-0.1507,1.167
6.848000,0.7735,-0.6145,0.1254,0.996
6.854000,0.5295,-0.5732,0.3560,0.858
6.859000,0.2979,-0.5014,0.5819,0.824
6.869000,0.0999,-0.4185,0.7746,0.886
6.870000,-0.0671,-0.3272,0.9584,1.015
6.874000,-0.1911,-0.2494,1.1288,1.172
6.885000,-0.3082,-0.2118,1.2572,1.312
6.886000,-0.4165,-0.1927,1.2864,1.366
6.889000,-0.5401,-0.1754,1.2068,1.334
6.895000,-0.6244,-0.1521,1.0471,1.229
6.900000,-0.7359,-0.1081,0.8234,1.110
6.904000,-0.7813,-0.0452,0.5812,0.975
6.909000,-0.7986,0.0301,0.3340,0.866
6.916000,-0.7711,0.0845,0.1248,0.786
6.921000,-0.7101,0.1424,-0.0323,0.725
6.924000,-0.6276,0.2107,-0.0967,0.669
6.931000,-0.5306,0.2754,-0.1237,0.610
6.935000,-0.4794,0.3340,-0.1349,0.600
6.941000,-0.4676,0.3746,-0.1255,0.612
6.946000,-0.4884,0.3901,-0.0955,0.632
6.950000,-0.4918,0.3655,-0.0038,0.613
6.955000,-0.4492,0.3436,0.1354,0.582
6.961000,-0.3916,0.2902,0.2795,0.562
6.968000,-0.2680,0.1952,0.4266,0.540
6.970000,-0.0873,0.0941,0.5770,0.591
6.976000,0.1292,0.0201,0.6497,0.663
6.984000,0.3605,-0.0746,0.6302,0.730
6.985000,0.5442,-0.1559,0.5304,0.776
6.992000,0.6809,-0.2139,0.3476,0.794
6.996000,0.7942,-0.2554,0.1508,0.848
7.002000,0.8724,-0.3250,-0.0389,0.932
7.006000,0.9748,-0.3293,-0.2026,1.049
7.011000,1.0614,-0.3659,-0.3048,1.163
7.016000,1.1494,-0.3846,-0.3216,1.254
7.022000,1.2367,-0.3640,-0.2651,1.316
7.027000,1.2777,-0.3116,-0.1615,1.325
7.032000,1.2433,-0.2993,-0.0345,1.279
7.037000,1.1713,-0.3013,0.0969,1.213
7.041000,1.0542,-0.3320,0.2402,1.131
7.049000,0.9449,-0.3369,0.4077,1.083
7.052000,0.8583,-0.2926,0.5997,1.087
7.057000,0.8063,-0.2016,0.7563,1.124
7.061000,0.7506,-0.1213,0.8682,1.154
7.068000,0.6526,-0.0325,0.9137,1.123
7.073000,0.4997,0.0962,0.8807,1.017
7.078000,0.3753,0.2100,0.8003,0.909
7.084000,0.1955,0.3357,0.7032,0.803
7.087000,0.0124,0.4305,0.5749,0.718
7.092000,-0.1237,0.5062,0.4944,0.718
7.104000,-0.2680,0.5296,0.4233,0.729
7.105000,-0.3918,0.5267,0.3571,0.747
7.108000,-0.5050,0.4711,0.2815,0.746
7.113000,-0.5858,0.3577,0.1824,0.710
7.118000,-0.6031,0.2394,0.0358,0.650
7.125000,-0.6091,0.1424,-0.0959,0.633
7.128000,-0.5269,0.0380,-0.2559,0.587
7.133000,-0.4351,-0.0355,-0.4322,0.614
7.139000,-0.3338,-0.1425,-0.4838,0.605
7.144000,-0.3216,-0.3043,-0.7458,0.867
7.149000,-0.2505,-0.4103,-1.0414,1.147
7.153000,-0.2251,-0.5342,-1.2850,1.410
7.158000,-0.1347,-0.6086,-1.4194,1.550
7.167000,-0.0032,-0.6454,-1.5358,1.666
7.168000,0.1388,-0.6754,-1.6346,1.774
7.175000,0.2722,-0.6862,-1.6968,1.850
7.179000,0.3973,-0.6539,-1.6653,1.833
7.186000,0.5384,-0.5734,-1.5357,1.725
7.189000,0.6383,-0.4447,-1.2817,1.499
7.194000,0.6392,-0.3233,-0.9199,1.166
7.204000,0.5954,-0.2074,-0.5146,0.814
7.205000,0.4963,-0.1096,-0.0556,0.511
7.210000,0.3516,-0.0424,0.4048,0.538
7.215000,0.2306,0.0199,0.9077,0.937
7.220000,0.2078,0.1054,1.2575,1.279
7.225000,0.1517,0.2229,1.7347,1.756
7.229000,0.1051,0.3137,2.1992,2.224
7.237000,0.0100,0.3507,2.5676,2.591
7.240000,-0.1561,0.3383,2.7783,2.803
7.245000,-0.3385,0.2644,2.8509,2.883
7.250000,-0.4658,0.2485,2.7951,2.844
7.255000,-0.5255,0.2288,2.6633,2.724
7.259000,-0.4884,0.2323,2.3859,2.446
7.269000,-0.4093,0.2146,1.9454,2.000
7.270000,-0.2899,0.2222,1.4203,1.466
7.275000,-0.1346,0.2558,0.8960,0.941
7.286000,0.0306,0.3066,0.4175,0.519
7.287000,0.1674,0.3132,-0.0136,0.355
7.291000,0.2447,0.3143,-0.3497,0.530
7.296000,0.2334,0.2577,-0.6034,0.696
7.301000,0.2360,0.2035,-0.9135,0.965
7.305000,0.2619,0.1517,-1.1151,1.155
7.310000,0.2879,0.0854,-1.2344,1.270
7.316000,0.3404,0.0211,-1.2763,1.321
7.321000,0.4030,-0.0462,-1.2500,1.314
7.326000,0.4544,-0.0836,-1.1768,1.264
7.332000,0.4826,-0.1659,-1.0706,1.186
7.336000,0.4633,-0.2408,-0.9862,1.116
7.342000,0.4440,-0.3445,-0.9208,1.079
7.347000,0.3790,-0.4722,-0.8673,1.058
7.351000,0.3422,-0.6051,-0.8565,1.103
7.356000,0.3264,-0.6977,-0.8668,1.160
7.362000,0.3771,-0.7667,-0.8886,1.233
7.368000,0.4614,-0.8192,-0.9174,1.314
7.381000,0.5606,-0.8501,-0.9557,1.397
7.381000,0.6752,-0.8784,-0.9654,1.470
7.382000,0.7553,-0.8465,-0.9515,1.481
7.387000,0.8418,-0.8117,-0.8782,1.462
7.393000,0.8749,-0.7716,-0.7362,1.379
7.398000,0.8353,-0.7211,-0.6930,1.303
7.402000,0.7870,-0.7012,-0.5739,1.200
7.407000,0.6898,-0.6499,-0.3906,1.025
7.411000,0.5865,-0.6127,-0.1503,0.861
7.417000,0.4908,-0.5663,0.0899,0.755
7.423000,0.3545,-0.5036,0.2799,0.676
7.428000,0.2272,-0.4391,0.4462,0.666
7.433000,0.1021,-0.3300,0.6009,0.693
7.438000,0.0416,-0.2100,0.7848,0.813
7.442000,-0.0069,-0.0912,0.9502,0.955
7.449000,-0.0650,0.0262,1.0828,1.085
7.452000,-0.1423,0.1158,1.1876,1.202
7.457000,-0.2269,0.1443,1.2263,1.255
7.467000,-0.2928,0.2337,1.2276,1.284
7.468000,-0.3525,0.2887,1.1579,1.244
7.473000,-0.4108,0.3742,1.0407,1.180
7.479000,-0.4271,0.4215,0.9189,1.097
7.486000,-0.4038,0.5001,0.7993,1.026
7.488000,-0.3381,0.5625,0.7057,0.964
7.493000,-0.2416,0.6492,0.6764,0.968
7.503000,-0.1618,0.6979,0.6875,0.993
7.504000,-0.1065,0.7061,0.6650,0.976
7.509000,-0.0856,0.6643,0.6065,0.904
7.514000,-0.0946,0.5842,0.5314,0.795
7.518000,-0.1193,0.5136,0.4134,0.670
7.525000,-0.0684,0.4310,0.3028,0.531
7.529000,-0.0134,0.3389,0.1805,0.384
7.534000,0.0964,0.2399,0.0247,0.260
7.540000,0.2068,0.1222,-0.1072,0.263
7.545000,0.3155,0.0240,-0.1985,0.374
7.549000,0.4178,-0.0856,-0.2828,0.512
7.555000,0.5064,-0.2328,-0.3937,0.682
7.560000,0.5619,-0.3577,-0.5073,0.837
7.569000,0.6488,-0.4411,-0.5615,0.965
7.570000,0.6936,-0.4975,-0.5707,1.027
7.574000,0.7374,-0.5105,-0.5132,1.033
7.579000,0.7375,-0.5328,-0.4559,1.018
7.587000,0.6697,-0.5577,-0.3699,0.947
7.589000,0.5121,-0.5781,-0.3219,0.837
7.595000,0.3214,-0.5891,-0.3168,0.742
7.602000,0.0829,-0.5573,-0.3427,0.659
7.605000,-0.1251,-0.4729,-0.3709,0.614
7.610000,-0.2956,-0.3597,-0.4088,0.620
7.617000,-0.4050,-0.2437,-0.4161,0.630
7.620000,-0.5176,-0.1247,-0.4407,0.691
7.626000,-0.6079,0.0046,-0.4611,0.763
7.631000,-0.6638,0.1419,-0.4393,0.809
7.636000,-0.7188,0.2077,-0.3652,0.833
7.641000,-0.7460,0.1921,-0.2363,0.806
7.645000,-0.7264,0.0755,-0.0854,0.735
7.650000,-0.6571,-0.1119,0.0185,0.667
7.657000,-0.5518,-0.3609,0.0834,0.665
7.661000,-0.4388,-0.6193,0.0928,0.765
7.670000,-0.3347,-0.8177,-0.0370,0.884
7.672000,-0.2584,-0.9911,-0.3088,1.070
7.676000,-0.1335,-1.0790,-0.7088,1.298
7.692000,-0.0031,-1.0731,-1.0871,1.528
7.693000,0.0755,-1.0114,-1.3771,1.710
7.694000,0.1907,-0.8936,-1.6030,1.845
7.696000,0.2299,-0.7865,-1.7174,1.903
7.703000,0.2882,-0.7018,-1.7014,1.863
7.707000,0.2863,-0.5604,-1.8591,1.963
7.712000,0.3490,-0.3310,-1.9011,1.961
7.717000,0.3500,-0.0901,-1.7940,1.830
7.722000,0.3449,0.1377,-1.5712,1.614
7.728000,0.2636,0.2851,-1.3328,1.388
7.733000,0.0955,0.3733,-1.1742,1.236
7.738000,-0.0742,0.3567,-1.0449,1.107
7.741000,-0.1761,0.3449,-0.8704,0.953
7.747000,-0.2121,0.3327,-0.6191,0.734
7.753000,-0.1171,0.2857,-0.3434,0.462
7.758000,0.0277,0.2922,-0.1145,0.315
7.762000,0.1909,0.2613,0.0005,0.324
7.769000,0.2883,0.1930,-0.0340,0.349
7.772000,0.3536,0.0924,-0.1297,0.388
7.777000,0.3874,-0.0162,-0.2365,0.454
7.786000,0.4855,-0.1111,-0.3784,0.625
7.788000,0.6528,-0.1632,-0.5748,0.885
7.793000,0.7701,-0.1385,-0.7926,1.114
7.797000,0.7875,-0.1560,-0.9655,1.256
7.804000,0.8276,-0.1602,-1.0937,1.381
7.808000,0.8994,-0.1410,-1.2088,1.513
7.814000,1.0315,-0.1009,-1.2488,1.623
7.818000,1.1808,-0.0443,-1.2018,1.685
7.823000,1.2663,0.0499,-1.0799,1.665
7.829000,1.3215,0.1217,-0.8828,1.594
7.833000,1.3156,0.1585,-0.6029,1.456
7.839000,1.2678,0.1115,-0.2732,1.302
7.845000,1.1465,0.0257,0.0304,1.147
7.850000,1.0477,-0.0689,0.3420,1.104
7.855000,0.9283,-0.1586,0.6216,1.128
7.859000,0.7833,-0.2297,0.8553,1.182
7.866000,0.6073,-0.2822,0.9333,1.149
7.869000,0.4233,-0.3660,0.8076,0.983
7.874000,0.1999,-0.4131,0.5327,0.703
7.880000,0.0044,-0.4324,0.2277,0.489
7.885000,-0.0882,-0.3894,-0.0721,0.406
7.890000,-0.0435,-0.3074,-0.3076,0.437
7.894000,0.0505,-0.1979,-0.4530,0.497
7.905000,0.1678,-0.1033,-0.5399,0.575
7.906000,0.2890,0.0053,-0.5447,0.617
7.909000,0.3615,0.1641,-0.4964,0.636
7.916000,0.3919,0.3371,-0.3352,0.616
7.919000,0.3279,0.4905,-0.0516,0.592
7.925000,0.1908,0.6357,0.3095,0.732
7.930000,-0.0416,0.6524,0.6934,0.953
7.937000,-0.3794,0.5972,1.1034,1.311
7.940000,-0.7397,0.4881,1.4947,1.738
7.946000,-1.0567,0.3073,1.7344,2.054
7.951000,-1.3700,0.1092,1.8662,2.318
7.956000,-1.5984,-0.0664,1.8382,2.437
7.961000,-1.6892,-0.2769,1.6747,2.395
7.971000,-1.7066,-0.4477,1.3490,2.221
7.972000,-1.6356,-0.5586,0.8487,1.925
7.976000,-1.4466,-0.6207,0.2186,1.589
7.988000,-1.1890,-0.6733,-0.4224,1.430
7.988000,-0.8951,-0.6538,-1.0365,1.518
7.991000,-0.5877,-0.6931,-1.3851,1.657
7.995000,-0.2855,-0.7069,-1.7561,1.914
8.000000,-0.0148,-0.7493,-2.0734,2.205
8.007000,0.1861,-0.7357,-2.3330,2.453
8.012000,0.3527,-0.6776,-2.5140,2.628
8.016000,0.4656,-0.5818,-2.6026,2.707
8.022000,0.5723,-0.4239,-2.5511,2.649
8.026000,0.6079,-0.2093,-2.3333,2.420
8.032000,0.6079,-0.0391,-1.9154,2.010
8.037000,0.5938,0.1215,-1.3421,1.473
8.041000,0.5398,0.2856,-0.6269,0.875
8.048000,0.4795,0.4018,0.1328,0.640
8.052000,0.4053,0.5143,0.6774,0.942
8.058000,0.2690,0.6120,1.3381,1.496
8.063000,0.0650,0.6670,1.8889,2.004
8.067000,-0.1669,0.6544,2.3115,2.408
8.072000,-0.3511,0.5731,2.5686,2.655
8.077000,-0.5879,0.4543,2.6533,2.755
8.087000,-0.6910,0.3030,2.5058,2.617
8.091000,-0.6575,0.1826,2.0971,2.205
8.100000,-0.5441,0.0539,1.5051,1.601
8.101000,-0.3401,-0.0001,0.7936,0.863
8.107000,-0.1314,0.0006,0.0211,0.133
8.108000,0.1089,0.0144,-0.6220,0.632
8.113000,0.2923,0.0161,-1.1871,1.223
8.119000,0.4953,0.0213,-1.7350,1.804
8.123000,0.7062,0.0906,-2.1395,2.255
8.128000,0.8558,0.1620,-2.4037,2.557
8.133000,0.9948,0.2141,-2.4942,2.694
8.138000,1.0900,0.2464,-2.4397,2.683
8.144000,1.1030,0.2776,-2.2661,2.536
8.148000,1.0552,0.3045,-1.9899,2.273
8.154000,0.9222,0.3194,-1.6201,1.891
8.158000,0.8043,0.3431,-1.1756,1.465
8.165000,0.6964,0.3796,-0.6772,1.043
8.170000,0.6132,0.4256,-0.1173,0.756
8.173000,0.5684,0.4758,0.3897,0.838
8.178000,0.5567,0.4843,0.7655,1.063
8.190000,0.5060,0.4792,1.0368,1.249
8.191000,0.4741,0.4431,1.3908,1.535
8.195000,0.4372,0.3777,1.6750,1.772
8.200000,0.3952,0.2920,1.8778,1.941
8.205000,0.3287,0.1691,1.9854,2.019
8.209000,0.2213,0.0546,1.9234,1.937
8.214000,0.1761,-0.0364,1.6940,1.704
8.220000,0.1506,-0.0961,1.3853,1.397
8.225000,0.2002,-0.0468,0.9822,1.004
8.230000,0.2390,0.0333,0.5560,0.606
8.235000,0.2523,0.1378,0.1155,0.310
8.241000,0.2542,0.1981,-0.2921,0.435
8.244000,0.1994,0.2580,-0.6385,0.717
8.251000,0.1070,0.3467,-0.8956,0.966
8.256000,-0.0019,0.4213,-1.0636,1.144
8.261000,-0.0751,0.5082,-1.1356,1.246
8.267000,-0.1895,0.5974,-1.1113,1.276
8.270000,-0.3092,0.6574,-1.0001,1.236
8.276000,-0.4109,0.6968,-0.8325,1.161
8.281000,-0.5473,0.7032,-0.6296,1.091
8.287000,-0.6517,0.6401,-0.4460,1.017
8.295000,-0.7025,0.5835,-0.2763,0.954
8.295000,-0.7135,0.5018,-0.1346,0.883
8.308000,-0.6678,0.4331,-0.0326,0.797
8.309000,-0.5844,0.3727,-0.0230,0.694
8.310000,-0.4682,0.3043,-0.1178,0.571
