time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
16.616000,0.8938,0.1697,-1.0563,1.394
16.622000,1.0119,0.1992,-0.9840,1.425
16.625000,1.0858,0.2174,-0.9283,1.445
16.634000,1.1137,0.2716,-0.6855,1.336
16.637000,1.1032,0.3464,-0.2313,1.179
16.640000,0.9849,0.3975,0.3538,1.119
16.654000,0.7769,0.3782,0.8887,1.239
16.655000,0.4420,0.2754,1.2882,1.389
16.656000,0.0148,0.1458,1.5124,1.519
16.662000,-0.3740,-0.0159,1.6025,1.646
16.666000,-0.7025,-0.1883,1.5755,1.735
16.672000,-0.9274,-0.2875,1.4027,1.706
16.677000,-1.0123,-0.4231,1.0816,1.541
16.682000,-1.0140,-0.5033,0.6071,1.285
16.687000,-0.9297,-0.5941,0.0671,1.105
16.691000,-0.8336,-0.6873,-0.5295,1.203
16.697000,-0.7278,-0.7337,-1.1453,1.543
16.701000,-0.5927,-0.8043,-1.6757,1.951
16.708000,-0.4976,-0.8221,-1.9322,2.158
16.712000,-0.3282,-0.8199,-2.2793,2.444
16.716000,-0.1966,-0.8019,-2.4853,2.619
16.723000,-0.0732,-0.7339,-2.5628,2.667
16.727000,0.0687,-0.6303,-2.4858,2.565
16.734000,0.1818,-0.4508,-2.2087,2.262
16.737000,0.1799,-0.2465,-1.7454,1.772
16.742000,0.0936,-0.1138,-1.1795,1.189
16.750000,-0.0636,-0.0224,-0.5891,0.593
16.752000,-0.2783,0.0602,0.0213,0.286
16.758000,-0.4597,0.1191,0.5233,0.707
16.764000,-0.6024,0.2174,1.1595,1.325
16.768000,-0.7689,0.3013,1.8708,2.045
16.772000,-0.9023,0.3288,2.4571,2.638
16.777000,-1.0564,0.3181,2.8762,3.081
16.783000,-1.2131,0.2426,3.0878,3.326
16.788000,-1.3584,0.1619,3.1591,3.443
16.792000,-1.3965,0.1196,3.0567,3.363
16.797000,-1.3555,0.0664,2.7704,3.085
16.804000,-1.2778,-0.0181,2.3764,2.698
16.809000,-1.1438,-0.0275,1.8595,2.183
16.817000,-0.9605,-0.0063,1.2863,1.605
16.818000,-0.7154,0.0418,0.6990,1.001
16.824000,-0.4824,0.0578,0.1736,0.516
16.841000,-0.3186,0.0617,-0.2307,0.398
16.842000,-0.1994,0.0704,-0.5119,0.554
16.842000,-0.1114,0.0792,-0.7275,0.740
16.847000,-0.0331,0.1239,-0.9471,0.956
16.849000,0.0380,0.1398,-1.0605,1.070
16.853000,0.0807,0.1410,-1.0341,1.047
16.860000,0.1481,0.1246,-0.9299,0.950
16.865000,0.2011,0.0947,-0.7977,0.828
16.869000,0.2254,0.0388,-0.6756,0.713
16.875000,0.2613,0.0095,-0.5751,0.632
16.881000,0.3232,-0.0248,-0.4842,0.583
16.884000,0.3970,-0.0594,-0.3813,0.554
16.889000,0.4829,-0.0991,-0.2949,0.574
16.895000,0.5764,-0.1439,-0.2060,0.629
16.900000,0.6610,-0.2272,-0.1575,0.716
16.904000,0.7343,-0.2798,-0.0944,0.791
16.909000,0.7822,-0.3854,-0.0524,0.874
16.917000,0.8359,-0.4818,-0.0030,0.965
16.919000,0.8597,-0.5905,0.0587,1.045
16.924000,0.8415,-0.6755,0.0776,1.082
16.942000,0.8125,-0.7149,0.0965,1.087
16.943000,0.7541,-0.6992,0.1417,1.038
16.943000,0.6974,-0.6501,0.2323,0.981
16.947000,0.5946,-0.5508,0.3588,0.886
16.951000,0.4519,-0.4997,0.4949,0.836
16.955000,0.2472,-0.4515,0.5594,0.760
16.959000,0.0280,-0.4060,0.6026,0.727
16.965000,-0.1677,-0.3275,0.6315,0.731
16.970000,-0.3156,-0.2278,0.7132,0.813
16.976000,-0.4251,-0.0809,0.8023,0.912
16.980000,-0.5342,0.0247,0.9013,1.048
16.986000,-0.6436,0.0841,0.9599,1.159
16.991000,-0.7608,0.1022,0.9256,1.202
16.998000,-0.9052,0.1005,0.8701,1.260
17.001000,-1.0242,0.1297,0.8149,1.315
17.006000,-1.0967,0.1609,0.7408,1.333
17.012000,-1.1438,0.1679,0.6693,1.336
17.017000,-1.1946,0.1052,0.5741,1.330
17.021000,-1.2129,0.0400,0.4242,1.286
17.027000,-1.1942,-0.0492,0.2362,1.218
17.035000,-1.1380,-0.1354,0.0194,1.146
17.037000,-1.0535,-0.1776,-0.1787,1.083
17.042000,-0.8948,-0.1755,-0.3821,0.989
17.060000,-0.7287,-0.1576,-0.4979,0.896
17.061000,-0.5911,-0.1335,-0.5978,0.851
17.061000,-0.4918,-0.1558,-0.6676,0.844
17.065000,-0.4432,-0.2003,-0.7002,0.853
17.067000,-0.4001,-0.2289,-0.7220,0.857
17.073000,-0.3454,-0.2659,-0.6466,0.780
17.078000,-0.2572,-0.2757,-0.4929,0.621
17.083000,-0.1351,-0.2759,-0.2916,0.424
17.088000,-0.0270,-0.3193,-0.0951,0.334
17.092000,0.0384,-0.3777,0.0705,0.386
17.099000,0.0824,-0.3989,0.1674,0.440
17.103000,0.1218,-0.4521,0.2458,0.529
17.107000,0.1542,-0.4708,0.2749,0.567
17.114000,0.1750,-0.5170,0.2810,0.614
17.119000,0.1938,-0.5071,0.2306,0.590
17.123000,0.1869,-0.5391,0.1358,0.586
17.127000,0.1782,-0.5934,-0.0180,0.620
17.136000,0.1360,-0.6195,-0.2095,0.668
17.138000,0.0920,-0.6147,-0.4197,0.750
17.143000,0.0479,-0.5786,-0.6226,0.851
17.161000,0.0182,-0.5369,-0.8140,0.975
17.162000,0.0032,-0.4511,-0.9700,1.070
17.163000,0.0027,-0.3544,-1.0456,1.104
17.165000,-0.0117,-0.2778,-1.0503,1.087
17.169000,-0.0330,-0.1953,-0.9700,0.990
17.174000,-0.0683,-0.0950,-0.8235,0.832
17.179000,-0.1226,-0.0348,-0.5773,0.591
17.184000,-0.2251,-0.0197,-0.3604,0.425
17.189000,-0.2776,0.0051,-0.1319,0.307
17.195000,-0.3713,0.0152,0.0941,0.383
17.201000,-0.3886,-0.0015,0.3345,0.513
17.205000,-0.4209,-0.0166,0.5440,0.688
17.209000,-0.4082,-0.0228,0.6677,0.783
17.217000,-0.4176,-0.0297,0.7606,0.868
17.220000,-0.4059,-0.0467,0.8370,0.931
17.224000,-0.3873,-0.0473,0.8873,0.969
17.243000,-0.3666,-0.0507,0.9114,0.984
17.244000,-0.3582,-0.0736,0.9478,1.016
17.244000,-0.3212,-0.1064,0.9605,1.018
17.246000,-0.3105,-0.1348,0.9638,1.022
17.250000,-0.2856,-0.1874,0.9674,1.026
17.255000,-0.2728,-0.2114,0.9305,0.992
17.260000,-0.2549,-0.1948,0.8889,0.945
17.265000,-0.2151,-0.1712,0.8402,0.884
17.270000,-0.2013,-0.1644,0.8252,0.865
17.276000,-0.2113,-0.1672,0.7625,0.809
17.282000,-0.2692,-0.1916,0.6495,0.729
17.286000,-0.3273,-0.1991,0.5343,0.657
17.290000,-0.3521,-0.2160,0.4310,0.597
17.295000,-0.3438,-0.2162,0.3231,0.519
17.300000,-0.3260,-0.2211,0.2105,0.447
17.306000,-0.3155,-0.2353,0.1027,0.407
17.311000,-0.2858,-0.2421,-0.0220,0.375
17.319000,-0.2487,-0.2391,-0.1251,0.367
17.322000,-0.1803,-0.2355,-0.1973,0.356
17.325000,-0.1212,-0.2411,-0.2531,0.370
17.343000,-0.0739,-0.2293,-0.2709,0.363
17.344000,-0.0292,-0.2339,-0.3057,0.386
17.344000,-0.0298,-0.2235,-0.3122,0.385
17.347000,-0.0066,-0.2150,-0.2952,0.365
17.351000,0.0212,-0.1820,-0.2570,0.316
17.356000,0.0324,-0.1343,-0.1595,0.211
17.362000,0.0579,-0.1196,-0.0624,0.147
17.367000,0.0520,-0.0877,0.1033,0.145
17.373000,0.0100,-0.0542,0.2845,0.290
17.377000,-0.0537,-0.0694,0.4887,0.496
17.384000,-0.1418,-0.1382,0.6469,0.677
17.387000,-0.2400,-0.2272,0.7932,0.859
17.393000,-0.2833,-0.3034,0.9255,1.014
17.396000,-0.2571,-0.3914,1.1846,1.274
17.401000,-0.2742,-0.4792,1.2632,1.379
17.408000,-0.1853,-0.5546,1.0508,1.203
17.413000,-0.1545,-0.6261,0.7866,1.017
17.420000,-0.1189,-0.6880,0.4823,0.849
17.422000,-0.0189,-0.6851,0.2018,0.714
17.427000,0.0787,-0.6553,-0.0864,0.666
17.441000,0.1382,-0.6576,-0.3423,0.754
17.442000,0.1815,-0.6223,-0.5166,0.829
17.442000,0.2180,-0.5826,-0.6246,0.882
17.448000,0.2481,-0.5216,-0.6956,0.904
17.453000,0.1983,-0.4655,-0.6301,0.808
17.457000,0.1231,-0.3817,-0.4954,0.637
17.463000,0.0654,-0.3043,-0.2844,0.422
17.468000,0.0158,-0.2388,-0.0044,0.239
17.473000,-0.0617,-0.1738,0.3184,0.368
17.479000,-0.1453,-0.1408,0.5962,0.630
17.484000,-0.1831,-0.1091,0.8462,0.873
17.489000,-0.2227,-0.0743,1.0405,1.067
17.494000,-0.2503,-0.0316,1.1677,1.195
17.499000,-0.2898,-0.0380,1.1808,1.216
17.504000,-0.3033,-0.0547,1.1302,1.171
17.509000,-0.3051,-0.0627,1.0427,1.088
17.516000,-0.2576,-0.0830,0.9040,0.944
17.519000,-0.2491,-0.1438,0.7286,0.783
17.525000,-0.2223,-0.2349,0.5143,0.608
17.530000,-0.1914,-0.2920,0.3160,0.471
17.536000,-0.1134,-0.3459,0.1310,0.387
17.538000,-0.0262,-0.3823,-0.0385,0.385
17.544000,0.0298,-0.3899,-0.1497,0.419
17.561000,0.0527,-0.3781,-0.2577,0.461
17.562000,0.0592,-0.4207,-0.3983,0.582
17.562000,0.0756,-0.4271,-0.5473,0.698
17.565000,0.0684,-0.4259,-0.6478,0.778
17.570000,0.0950,-0.4030,-0.7241,0.834
17.575000,0.0955,-0.3705,-0.7738,0.863
17.582000,0.0915,-0.3282,-0.8306,0.898
17.585000,0.0754,-0.3332,-0.8967,0.960
17.591000,0.0638,-0.3305,-0.9651,1.022
17.595000,0.0517,-0.3391,-1.0001,1.057
17.599000,0.0344,-0.3663,-1.0162,1.081
17.606000,0.0455,-0.3857,-0.9968,1.070
17.611000,0.0638,-0.4261,-0.9420,1.036
17.617000,0.1110,-0.4663,-0.8781,1.000
17.620000,0.1488,-0.4851,-0.8051,0.952
17.625000,0.1606,-0.5251,-0.7896,0.962
17.639000,0.1663,-0.5552,-0.7409,0.941
17.640000,0.1513,-0.5635,-0.6952,0.908
17.640000,0.1491,-0.5235,-0.6432,0.843
17.646000,0.1383,-0.4333,-0.5564,0.719
17.651000,0.1308,-0.3617,-0.4403,0.585
17.655000,0.0670,-0.2824,-0.2594,0.389
17.661000,0.0157,-0.1600,-0.0452,0.167
17.666000,-0.0564,-0.1017,0.2022,0.233
17.671000,-0.1828,-0.0171,0.4732,0.508
17.677000,-0.3305,0.0456,0.7393,0.811
17.683000,-0.4467,0.0890,0.8987,1.008
17.686000,-0.5530,0.0890,1.1447,1.274
17.691000,-0.6631,0.1024,1.4226,1.573
17.699000,-0.7038,0.1235,1.6565,1.804
17.702000,-0.7568,0.1259,1.8067,1.963
17.707000,-0.8328,0.0745,1.8921,2.069
17.712000,-0.8785,0.0497,1.9191,2.111
17.717000,-0.8724,0.0348,1.8900,2.082
17.722000,-0.8455,0.0471,1.7878,1.978
17.726000,-0.7955,0.0871,1.5787,1.770
17.737000,-0.7416,0.1126,1.2887,1.491
17.738000,-0.6818,0.1340,0.9363,1.166
17.742000,-0.5704,0.1805,0.5906,0.841
17.763000,-0.4575,0.2284,0.3161,0.601
17.764000,-0.3114,0.2493,0.1290,0.419
17.765000,-0.1871,0.2597,0.0010,0.320
17.765000,-0.0916,0.2426,-0.0463,0.263
17.768000,0.0019,0.2240,-0.0822,0.239
17.772000,0.0908,0.1916,-0.0539,0.219
17.777000,0.1706,0.1808,-0.0040,0.249
17.784000,0.2918,0.1602,0.0723,0.341
17.788000,0.3658,0.1416,0.1178,0.410
17.794000,0.4448,0.1251,0.1515,0.486
17.799000,0.4667,0.1204,0.1494,0.505
17.804000,0.4764,0.1372,0.0971,0.505
17.809000,0.5188,0.1615,0.0470,0.545
17.813000,0.5439,0.1960,-0.0059,0.578
17.819000,0.5855,0.2216,-0.0018,0.626
17.823000,0.6051,0.2068,0.0881,0.646
17.829000,0.6486,0.1826,0.1897,0.700
17.836000,0.6730,0.1078,0.3203,0.753
17.838000,0.6471,0.0155,0.4345,0.780
17.844000,0.6020,-0.1017,0.5038,0.792
17.862000,0.5593,-0.2487,0.5406,0.817
17.864000,0.5002,-0.3731,0.5567,0.836
17.864000,0.5064,-0.4583,0.5524,0.878
17.865000,0.4800,-0.5854,0.4678,0.890
17.872000,0.4423,-0.6727,0.3315,0.871
17.875000,0.4079,-0.7578,0.1429,0.872
17.879000,0.3216,-0.7734,-0.0645,0.840
17.885000,0.2457,-0.7643,-0.2340,0.836
17.890000,0.1683,-0.7062,-0.3753,0.817
17.896000,0.1010,-0.6681,-0.4672,0.821
17.900000,-0.0162,-0.6334,-0.5146,0.816
17.905000,-0.1044,-0.6022,-0.4839,0.780
17.909000,-0.2093,-0.5534,-0.3606,0.693
17.919000,-0.2972,-0.5210,-0.1971,0.631
17.921000,-0.3754,-0.4959,-0.0170,0.622
17.925000,-0.4610,-0.5118,0.1272,0.700
17.929000,-0.5421,-0.5070,0.2694,0.790
17.942000,-0.6092,-0.5032,0.3738,0.874
17.942000,-0.6168,-0.4669,0.4286,0.884
17.945000,-0.6149,-0.4720,0.4311,0.887
17.950000,-0.5970,-0.4155,0.3695,0.816
17.955000,-0.5653,-0.3785,0.2578,0.728
17.961000,-0.5369,-0.3222,0.1389,0.641
17.966000,-0.4828,-0.2917,0.0581,0.567
17.970000,-0.4292,-0.2297,-0.0183,0.487
17.976000,-0.3617,-0.2008,-0.0638,0.419
17.981000,-0.2897,-0.1616,-0.0715,0.339
17.986000,-0.2083,-0.1388,-0.0364,0.253
17.991000,-0.1316,-0.1133,0.0272,0.176
17.996000,-0.0521,-0.0758,0.1216,0.153
18.001000,0.0082,-0.0266,0.2473,0.249
18.006000,0.0471,-0.0114,0.3443,0.348
18.011000,0.0740,-0.0016,0.4393,0.445
18.019000,0.0934,0.0005,0.4986,0.507
18.021000,0.1217,0.0284,0.5008,0.516
18.026000,0.1400,0.0559,0.4793,0.502
18.040000,0.1721,0.0858,0.4530,0.492
18.041000,0.2254,0.1466,0.4411,0.517
18.042000,0.2690,0.1667,0.4340,0.537
18.047000,0.2981,0.1509,0.4222,0.538
18.052000,0.3120,0.1446,0.3865,0.517
18.057000,0.2918,0.1047,0.3198,0.445
18.062000,0.2903,0.0241,0.2796,0.404
18.066000,0.3030,-0.0449,0.2588,0.401
18.073000,0.3761,-0.0738,0.2600,0.463
18.078000,0.4237,-0.1414,0.2329,0.504
18.084000,0.4767,-0.1998,0.1680,0.543
18.087000,0.4823,-0.2583,0.0339,0.548
18.093000,0.4929,-0.2975,-0.1216,0.588
18.098000,0.4492,-0.3048,-0.2606,0.602
18.102000,0.4420,-0.2895,-0.3715,0.646
18.107000,0.4621,-0.2729,-0.4162,0.679
18.112000,0.4589,-0.2601,-0.3706,0.645
18.121000,0.4493,-0.2726,-0.2779,0.594
18.126000,0.4378,-0.2581,-0.1594,0.533
18.127000,0.3693,-0.2815,-0.0032,0.464
18.141000,0.3007,-0.2449,0.1433,0.413
18.141000,0.2188,-0.2023,0.3303,0.445
18.143000,0.1710,-0.1439,0.4995,0.547
18.150000,0.1167,-0.1011,0.6655,0.683
18.154000,0.0461,-0.0717,0.7834,0.788
18.158000,-0.0334,-0.0463,0.8657,0.868
18.165000,-0.1198,-0.0389,0.8436,0.853
18.169000,-0.2038,-0.0469,0.7678,0.796
18.174000,-0.2548,-0.0316,0.6407,0.690
18.178000,-0.2752,-0.0310,0.4840,0.558
18.185000,-0.2986,-0.0136,0.3094,0.430
18.189000,-0.2511,-0.0125,0.1526,0.294
18.194000,-0.2093,-0.0158,0.0064,0.210
18.199000,-0.1683,-0.0375,-0.1248,0.213
18.206000,-0.1161,-0.0608,-0.2459,0.279
18.210000,-0.0238,-0.0809,-0.2903,0.302
18.215000,0.0468,-0.1053,-0.3109,0.332
18.219000,0.0987,-0.0911,-0.2935,0.323
18.224000,0.1339,-0.1150,-0.3119,0.358
18.230000,0.1354,-0.1362,-0.3160,0.370
18.236000,0.1393,-0.1403,-0.3463,0.399
18.250000,0.1621,-0.1606,-0.3696,0.434
18.250000,0.2081,-0.1253,-0.3908,0.460
18.251000,0.2732,-0.0847,-0.3317,0.438
18.257000,0.3667,-0.0271,-0.2238,0.430
18.260000,0.4720,0.0403,-0.0792,0.480
18.265000,0.4909,0.0697,0.0685,0.501
18.270000,0.4689,0.0684,0.1862,0.509
18.274000,0.4014,0.0507,0.3242,0.518
18.279000,0.3246,0.0473,0.4990,0.597
18.287000,0.3146,0.0576,0.7203,0.788
18.291000,0.3001,0.0335,0.9238,0.972
18.294000,0.3188,0.0247,1.0958,1.141
18.300000,0.3229,-0.0452,1.1892,1.233
18.307000,0.2959,-0.1115,1.1786,1.220
18.311000,0.2829,-0.1526,1.0812,1.128
18.320000,0.2862,-0.1683,0.9022,0.961
18.321000,0.3280,-0.1464,0.7179,0.803
18.330000,0.3796,-0.0938,0.5281,0.657
18.331000,0.4033,-0.0771,0.3849,0.563
18.345000,0.4348,-0.0555,0.2214,0.491
18.346000,0.4120,-0.0453,0.0777,0.422
18.347000,0.3686,-0.0701,-0.0319,0.377
18.352000,0.3376,-0.0820,-0.1222,0.368
18.356000,0.2761,-0.0835,-0.1837,0.342
18.362000,0.2177,-0.0728,-0.1809,0.292
18.368000,0.1526,-0.0427,-0.1737,0.235
18.372000,0.0927,-0.0554,-0.1833,0.213
18.376000,0.0042,-0.0421,-0.2093,0.214
18.383000,-0.0767,-0.0695,-0.2136,0.237
18.387000,-0.1099,-0.0806,-0.2602,0.294
18.391000,-0.1288,-0.1468,-0.3155,0.371
18.397000,-0.1238,-0.1774,-0.4459,0.496
18.402000,-0.0925,-0.2199,-0.5727,0.620
18.407000,-0.0400,-0.2547,-0.7436,0.787
18.411000,-0.0064,-0.2485,-0.8944,0.928
18.422000,0.0794,-0.2345,-1.0492,1.078
18.423000,0.1434,-0.2266,-1.1655,1.196
18.428000,0.2044,-0.2034,-1.2460,1.279
18.442000,0.2227,-0.1622,-1.2460,1.276
18.442000,0.2818,-0.0987,-1.1901,1.227
18.443000,0.3078,-0.0370,-1.0855,1.129
18.447000,0.3251,0.0512,-0.8968,0.955
18.452000,0.2930,0.1271,-0.6696,0.742
18.457000,0.2092,0.2025,-0.4254,0.516
18.464000,0.1240,0.2604,-0.1878,0.344
18.469000,0.0270,0.3197,0.0435,0.324
18.473000,-0.0959,0.3729,0.2401,0.454
18.478000,-0.1616,0.4297,0.4071,0.614
18.484000,-0.2061,0.4780,0.5638,0.767
18.489000,-0.2342,0.5011,0.6962,0.889
18.493000,-0.2387,0.5276,0.7927,0.982
18.499000,-0.2678,0.5406,0.8322,1.028
18.505000,-0.2833,0.4857,0.8249,0.998
18.508000,-0.3304,0.4158,0.7591,0.926
18.513000,-0.3592,0.3287,0.6471,0.810
18.521000,-0.3456,0.2414,0.4892,0.646
18.524000,-0.3276,0.1851,0.2855,0.472
18.528000,-0.2623,0.1171,0.0624,0.294
18.541000,-0.2140,0.0452,-0.1757,0.281
18.542000,-0.1372,-0.0017,-0.4264,0.448
18.544000,-0.0533,-0.0017,-0.6546,0.657
18.549000,0.0351,0.0498,-0.8252,0.827
18.554000,0.1329,0.0934,-0.9291,0.943
18.559000,0.1854,0.1459,-0.9696,0.998
18.565000,0.2117,0.1881,-0.9281,0.970
18.569000,0.1952,0.2126,-0.8144,0.864
18.575000,0.1979,0.2428,-0.6076,0.684
18.580000,0.1769,0.2473,-0.3650,0.475
18.585000,0.1488,0.2614,-0.1173,0.323
18.589000,0.1378,0.2512,0.1263,0.313
18.596000,0.0984,0.2450,0.3684,0.453
18.601000,0.0926,0.2710,0.5380,0.609
18.606000,0.0846,0.2764,0.6834,0.742
18.611000,0.0573,0.2805,0.7644,0.816
18.618000,0.0253,0.2474,0.7817,0.820
18.621000,-0.0095,0.2205,0.7403,0.773
18.626000,-0.0088,0.1690,0.6288,0.651
18.630000,-0.0084,0.1529,0.4878,0.511
18.636000,0.0350,0.1176,0.3386,0.360
18.640000,0.0905,0.1302,0.1883,0.246
18.645000,0.1508,0.1333,0.0582,0.210
18.654000,0.1822,0.1511,-0.0712,0.247
18.656000,0.1994,0.1645,-0.1785,0.314
18.660000,0.1763,0.1810,-0.2498,0.355
18.667000,0.1488,0.2004,-0.2853,0.379
18.671000,0.1217,0.2131,-0.2735,0.367
18.676000,0.0661,0.2306,-0.2453,0.343
18.680000,0.0153,0.2218,-0.2031,0.301
18.687000,-0.0331,0.1699,-0.2037,0.267
18.691000,-0.1032,0.1108,-0.2063,0.256
18.697000,-0.1423,0.0564,-0.2488,0.292
18.702000,-0.1147,0.0138,-0.3049,0.326
18.706000,-0.0800,-0.0408,-0.3958,0.406
18.713000,-0.0359,-0.0810,-0.5023,0.510
18.721000,0.0318,-0.1397,-0.6342,0.650
18.722000,0.0800,-0.1835,-0.7508,0.777
18.727000,0.1329,-0.2002,-0.8574,0.890
18.744000,0.2074,-0.2136,-0.9114,0.959
18.745000,0.2321,-0.1905,-0.9252,0.973
18.745000,0.2901,-0.1809,-0.9062,0.969
18.748000,0.2793,-0.1705,-0.8714,0.931
18.752000,0.2524,-0.1310,-0.7970,0.846
18.758000,0.2093,-0.0865,-0.6904,0.727
18.763000,0.1026,-0.0441,-0.5637,0.575
18.767000,0.0274,-0.0017,-0.4313,0.432
18.773000,-0.0663,0.0385,-0.2860,0.296
18.777000,-0.1265,0.0901,-0.1324,0.204
18.783000,-0.1414,0.1386,0.0533,0.205
18.788000,-0.1466,0.1553,0.2545,0.332
18.793000,-0.1261,0.1827,0.4025,0.460
18.799000,-0.1679,0.1399,0.4955,0.542
18.804000,-0.1955,0.0960,0.5317,0.575
18.809000,-0.2445,0.0250,0.5258,0.580
18.813000,-0.2817,-0.0515,0.4379,0.523
18.820000,-0.2952,-0.1046,0.2991,0.433
18.824000,-0.2826,-0.1293,0.1285,0.336
18.828000,-0.2177,-0.1227,-0.0906,0.266
18.842000,-0.1003,-0.0537,-0.2561,0.280
18.842000,0.0311,0.0705,-0.3855,0.393
18.843000,0.1267,0.1978,-0.4817,0.536
18.849000,0.1791,0.2901,-0.5001,0.605
18.854000,0.1550,0.3503,-0.4649,0.602
18.859000,0.0639,0.3831,-0.3766,0.541
18.864000,-0.0061,0.4143,-0.2019,0.461
18.869000,-0.0739,0.4242,0.0517,0.434
18.874000,-0.1015,0.4312,0.3273,0.551
18.879000,-0.1007,0.4040,0.5918,0.724
18.884000,-0.0714,0.3496,0.7861,0.863
18.890000,-0.0230,0.3414,0.9468,1.007
18.894000,0.0468,0.3267,1.0504,1.101
18.901000,0.0925,0.3034,1.0594,1.106
18.905000,0.1207,0.2695,0.9433,0.988
18.909000,0.1288,0.2136,0.7671,0.807
18.915000,0.1266,0.1529,0.5785,0.612
18.920000,0.1693,0.1116,0.3915,0.441
18.926000,0.2664,0.1184,0.2012,0.354
18.929000,0.3326,0.0951,0.0404,0.348
18.936000,0.3539,0.1106,-0.0602,0.376
18.940000,0.3830,0.1053,-0.1248,0.416
18.945000,0.3766,0.1245,-0.1822,0.436
18.956000,0.3278,0.1016,-0.2278,0.412
18.957000,0.2744,0.0557,-0.2402,0.369
18.960000,0.2354,0.0412,-0.2170,0.323
18.966000,0.2089,0.0434,-0.1489,0.260
18.970000,0.2020,0.0235,-0.0499,0.209
18.977000,0.2026,-0.0278,0.0131,0.205
18.980000,0.1823,-0.1011,-0.0020,0.208
18.986000,0.1499,-0.1747,-0.0828,0.245
18.992000,0.1083,-0.2601,-0.2195,0.357
18.995000,0.1194,-0.2620,-0.3834,0.479
19.001000,0.1476,-0.2543,-0.5293,0.605
19.007000,0.1879,-0.2462,-0.6814,0.749
19.012000,0.2142,-0.2421,-0.8257,0.887
19.021000,0.2191,-0.2062,-0.9506,0.997
19.022000,0.2388,-0.1597,-1.0017,1.042
19.026000,0.2634,-0.0980,-0.9941,1.033
19.031000,0.2740,-0.0116,-0.9234,0.963
19.043000,0.2445,0.0704,-0.7829,0.823
19.044000,0.1850,0.1313,-0.5516,0.596
19.048000,0.1262,0.1846,-0.3057,0.379
19.052000,0.0631,0.2229,-0.0211,0.233
19.056000,-0.0543,0.2553,0.2236,0.344
19.062000,-0.1645,0.2365,0.3911,0.486
19.068000,-0.2820,0.1856,0.4774,0.585
19.073000,-0.3664,0.1337,0.5047,0.638
19.077000,-0.4202,0.0663,0.4759,0.638
19.084000,-0.4242,0.0029,0.3984,0.582
19.087000,-0.3737,-0.0920,0.2631,0.466
19.092000,-0.2808,-0.1346,0.0653,0.318
19.097000,-0.1955,-0.1793,-0.1640,0.312
19.103000,-0.0935,-0.2091,-0.4249,0.483
19.107000,-0.0273,-0.1880,-0.6485,0.676
19.113000,0.0010,-0.1750,-0.8452,0.863
19.122000,-0.0134,-0.1271,-1.0202,1.028
19.123000,-0.0533,-0.0871,-1.1144,1.119
19.128000,-0.0736,-0.0147,-1.0810,1.084
19.141000,-0.0982,0.0729,-0.9397,0.948
19.142000,-0.1436,0.1369,-0.7195,0.746
19.144000,-0.1935,0.1653,-0.4873,0.550
19.148000,-0.2835,0.2385,-0.2570,0.451
19.153000,-0.3781,0.2468,-0.0403,0.453
19.159000,-0.4560,0.2590,0.1513,0.546
19.164000,-0.5337,0.2630,0.3088,0.670
19.169000,-0.5663,0.2587,0.4160,0.749
19.174000,-0.5851,0.2223,0.4638,0.779
19.178000,-0.5662,0.1899,0.4288,0.735
19.184000,-0.5175,0.1736,0.3662,0.657
19.189000,-0.4671,0.1902,0.3044,0.589
19.194000,-0.4125,0.2115,0.1790,0.497
19.202000,-0.3587,0.2067,0.0664,0.419
19.205000,-0.3485,0.1856,-0.0551,0.399
19.208000,-0.3245,0.1796,-0.1570,0.403
19.214000,-0.3270,0.1317,-0.2444,0.429
19.219000,-0.2985,0.0993,-0.2936,0.430
19.224000,-0.2557,0.0987,-0.2670,0.383
19.230000,-0.1866,0.1319,-0.2006,0.304
19.239000,-0.1077,0.1413,-0.0874,0.198
19.240000,-0.0597,0.1722,0.0461,0.188
19.244000,-0.0240,0.1601,0.1452,0.217
19.258000,-0.0695,0.1885,0.1936,0.279
19.259000,-0.0627,0.2236,0.2726,0.358
19.260000,-0.0704,0.2676,0.3631,0.457
19.264000,-0.0807,0.3063,0.4340,0.537
19.270000,-0.0864,0.3323,0.4618,0.575
19.276000,-0.0807,0.3438,0.4514,0.573
19.281000,-0.0396,0.3692,0.4580,0.590
19.285000,0.0081,0.3894,0.4907,0.626
19.290000,0.0480,0.4210,0.5352,0.683
19.296000,0.0611,0.4308,0.5273,0.684
19.302000,0.0640,0.3856,0.5030,0.637
19.307000,0.0565,0.3092,0.4486,0.548
19.310000,0.0462,0.2423,0.4188,0.486
19.316000,0.0689,0.2131,0.3685,0.431
19.321000,0.1507,0.1641,0.2836,0.361
19.327000,0.2130,0.1220,0.1573,0.292
19.331000,0.2845,0.0703,-0.0009,0.293
19.338000,0.3605,0.0378,-0.1648,0.398
19.341000,0.4410,0.0154,-0.3299,0.551
19.346000,0.5283,0.0176,-0.4679,0.706
19.362000,0.6084,0.0494,-0.5866,0.847
19.363000,0.6740,0.0823,-0.6578,0.945
19.363000,0.7396,0.0927,-0.6606,0.996
19.367000,0.7905,0.0996,-0.5836,0.988
19.371000,0.8440,0.1099,-0.4582,0.967
19.377000,0.8214,0.1017,-0.2630,0.868
19.382000,0.8066,0.1078,-0.0218,0.814
